id,type,text1,text2,text3,text4,notes
FM_Blade_ac_fighter,WEAPON,"机载版本的虚刃斩波，与常规版本在发射方式上有很大不同，但完全保留了近距离下对装甲的强大威慑力。

虽然其原型武器在近距战斗中饱受好评，但是在移植进入舰载机后效果却总是让人无法满意。最终在遭受了大量投诉与反馈之后，得到了这样一个奇特的改装产物。

尽管有观点表示削减包括次级弹幕生成的灵能机制让其丧失了进一步加强射程的机会，但无论如何这种特化的超近战设计倍证明是简单而有效的。",通用,,,
,,,,,,
FM_Stardust,WEAPON,"一种奇异的中距离支援...或打击武器，将一颗不太稳定的处于活跃状态的反应堆装入特殊容器直接发射出去，在飞行时散布大量自导导弹，具有极高的潜在破坏力。另一方面，理论上，导弹直击敌舰时也能造成不小的破坏，不过实际操作中其凄惨的飞行速度让这一点变得十分困难。

最初设计名称为星尘投射器，其功能是在飞行路径上散布大量非制导的辅助弹幕进行直接打击，但随着更大型的星尘散布器投入测试，该项目便转为使用会被拦截但是更为实用的导弹类次级弹头，而其设计名称也进行了巨大的变动。",突击,,,
,,,,,,
FM_SilverBlade,WEAPON,"时流技术在幻想工造进一步开发下的产物，附加了微型时流回路以一种诡异方式运动的实体弹头能够对护盾目标造成相当可观的伤害。

尽管采用了先进的技术，其射控系统仍然和大部分幻想工造武器一样一点也不完美潇洒，不过实际使用当中并无大碍。",压制,,,
,,,,,,
FM_PetaFlare,WEAPON,"融合了脉冲能量武器和等离子技术，并利用了废旧的反导弹耀斑发射器，具有高度集成性的打击武器。其拥有相当优秀的总体幅能效率和单发破坏力，唯一的缺陷也许是会使舰载弹道计算机受到巨大的伤害。

尽管纸面数据看起来匪夷所思，但是幻想工造利用额外能源制造次级弹幕辅助杀伤的与防护的传统艺能仍然在此武器上发挥良好。同时，因为高单发伤害和优秀总体幅能等更加实用化的特性，这种武器即便在笨蛋手里也能发挥出强大的作用，不过前提是这个笨蛋拥有足够的勇气靠近敌人发射武器，因为其实际的弹头飞行速度比炼狱炮还更加可悲。

",压制,,,
,,,,,,
FM_Nightbugs,WEAPON,"一种疯狂的远程压制武器设计，能在相当远的距离上投射巨量自导弹头自主打击敌舰。尽管设计上面对相对坚固装甲和护盾时效果会显著降低，但只要辅助少量专业装备，便能起到事半功倍的效果。

原本作为点防御武器开发，用于在远处投射大量主动诱饵，但随着幻想工造总体方针的改变而逐渐变成了一种进攻性装备。
",压制,,,
,,,,,,
FM_Opposition,WEAPON,"可以说是把反物质冲击波的单发款安装在一个自动瞄准平台上的犯规操作，这种类似赛博导弹的二阶架构让其拥有极强的突防能力和精确度，然而因复杂度高和不太灵光的自动瞄准设备并不是那么受其他用户欢迎。

作为天邪鬼无人机的标志武器而在星域中闻名。",打击,,,
,,,,,,
FM_Opposition_fighter,WEAPON,"安装于天邪鬼无人机上的机载版本，只有一枚备弹，但威力正常。

可以说是把反物质冲击波的单发款安装在一个自动瞄准平台上的犯规操作，这种类似赛博导弹的二阶架构让其拥有极强的突防能力和精确度，然而因复杂度高和不太灵光的自动瞄准设备并不是那么受其他用户欢迎。

作为天邪鬼无人机的标志武器而在星域中闻名。",打击,,,
,,,,,,
FM_Leaf,WEAPON,"通俗易懂的反舰{PD}两用武器，相对于其原型离子脉冲来说，保留了一定的瘫痪性能，并在反战机与反导弹上得到了巨大的提升。

但相对的来说，其反舰性能尤其是对装甲的效果无异于真的拿植物叶片去对抗护甲。


",多用途打击,,,
,,,,,,
FM_Leaf_fighter,WEAPON,"机载版本的飞叶{CIWS}，取消了弹夹设计并降低了射速以以适应无人机狭小的空间。

通俗易懂的反舰 PD 两用武器，相对于其原型离子脉冲来说，保留了一定的瘫痪性能，并在反战机与反导弹上得到了巨大的提升。

但相对的来说，其反舰性能尤其是对装甲的效果无异于真的拿植物叶片去对抗护甲。


",多用途打击,,,
,,,,,,
FM_LeafFujin,WEAPON,"尽管常常有人怀疑这种极端的速射武器到底有何必要之处，但很明显，有些事情是一目了然的。

作为飞叶掩护单元某种意义上的升级版本，风神叶隐完全推翻了之前的多用途定位，转化为了纯粹的压制武器。依靠复杂精密的电容阵列和基于灵能预知技术的新型火控系统，只要反应堆仍然保持稳定，她便能以惊人的速率制造出一阵风暴。而这裹挟着 EMP 洪流的旋风对任何种类的防护都将一次严峻的考验。


",多用途打击,,,
,,,,,,
FM_AdministratorPD,WEAPON,"尽管带有过于精密，极端复杂，效率低等标签，这种将可疑的幻想技术和光束武器结合起来的产物仍然是在这个级别的武器插槽中最为恐怖的量产反战导弹/战机武器之一。只有那些配备了真正的装甲和坚固结构的导弹与机体才能在其制造的净空区内幸免于难。而对于舰船来说，十七条光辉所产生的巨大软幅能冲击则足以威胁到护盾系统。

通过更换增益介质和重新设计充能系统，幻想工造以射击频率和充能时间为代价，将常规瞬发 PD 激光的效率提升到了一个相当可怕的级别。但由于对广域 PD 武器的迫切需求，该武器最终附加了一份由结界内部专家调整后的灵能跃迁系统，用于将能量空雷传送至当前光束的末端进行杀伤，而正是这一举动重新将这款武器的效率拉回了原处。


",反护盾点防御,,,
,,,,,,
FM_CaptureWeb,WEAPON,"类似于常见的反物质冲击波，遵循""以最小的体积威胁最大级别的舰船""这一思路进行发展而成的产物，在实际应用当中因为意外的辅助性能而广受好评。

尽管在工程上这种武器的所有系统均与能量武器插槽相对应，但从本质来讲她更类似于一种实弹武器与能量武器的混合。从发射方式来看，她使用和轨道炮以及高斯炮类似的技术直接投射实体弹头，具备实弹特性。但另一方面，从杀伤方面来说，她主要依靠其特殊制造的弹头在接触到目标时所爆发出的巨大能量冲击造成伤害。这样的伤害方式在某些时候带来了相当微妙的副产品: 某些时候命中的弹头将会短暂的起到类似熵放大器的作用。这种被幻想工造方面称之为""瘟疫""的独特现象具体原因如今仍未查明。",反护盾点防御,,,
,,,,,,
FM_ClearanceMunitions,WEAPON,"单枚较高当量的能量空雷，能在目标接近时向周围释放灵能冲击。其拥有相对一般感应空雷而言更大的触发范围和更小的体积。

由于其广泛的用途而好评如潮，但是目前一般只能在大妖精的身上见到这种实用的武器，不过也有传言近来正在推进该型武器的普适化。

更多隐藏的功能也许正在开发...
",多用途打击,,,
FM_MikoBuiltIn,WEAPON,"优雅，高效，精准，致命，她拥有一切优点，而代价就是对灵子容器以及二色蝶系统的极端依赖。

在某种程度上，该武器可以算作是一种封魔针的极端特化版本。通过将能源回收系统与灵子容器相整合，并在整个舰体前部构建隙间回收系统，最终使得此武器所产生的幅能都被"吞噬"。而在此基础上，新的粒子加速系统和电容设计保证了该武器高强度高射速开火的能力。

对应的，其缺陷也显而易见，如果没有精密调制的二色蝶系统，其巨大的灵子消耗不出一个电容允许就能耗干一个充满的灵子容器，这些限制最终使得该武器只能作为二色蝶的内置武装进行使用。

这种淡淡的残念正如其来自结界里侧的原型一样。
",通用,,,
,,,,,,
FM_DollsLance,WEAPON,"仅装备于上海机体的变种型{PD}光束武器，采用爆发式的攻击方式迎击从导弹到舰船的各类威胁，有时可能会因为装填时间问题而错失时机。
",点防御,,,
,,,,,,
FM_DollsWire,WEAPON,"仅装备于蓬莱机体的爆发式瘫痪光束，虽然数量较少时效果并不显著，但一旦数量足够便可达到相当强大的瘫痪效果。
",瘫痪,,,
,,,,,,
FM_Petal_S,WEAPON,"多重能量火箭发射系统，能够依序发射不同种类的火箭弹幕，在理想情况下能够造成远超设想的恐怖破坏。

通过完全采用一次性的能源系统，这种本质上的能量武器最终得以安装在导弹槽位上。不过为了节约资金和简化结构，人们最终还是砍掉了原型的能量武器槽位适配。

另一方面，尽管强大的装填充能系统使其能够快速爆发巨量火力，但仍需注意，这种武器的载弹量并不是那么优秀。而其独特的弹道机制和平平无奇的瞄准系统也很容易让这些小小的缺陷变成巨大的遗憾。",通用,,,
,,,,,,
FM_Petal_S_fighter,WEAPON,"多重能量火箭发射系统，能够依序发射不同种类的火箭弹幕，在理想情况下能够造成远超设想的恐怖破坏。这个集成于告春精上的版本具有专门设计过的极高装填速度。

通过完全采用一次性的能源系统，这种本质上的能量武器最终得以安装在导弹槽位上。不过为了节约资金和简化结构，人们最终还是砍掉了原型的能量武器槽位适配。

另一方面，尽管强大的装填充能系统使其能够快速爆发巨量火力，但仍需注意，这种武器的载弹量并不是那么优秀。",通用,,,
,,,,,,
FM_Amanojyak,SHIP,"基于通用化思路而设计出的无人轰炸机，其万能的非传统武器配置足以威胁到任何种类的舰船，但好事者们总是怀疑其护盾发生器和高性能引擎在打击战术中的作用。

一切都充满着对旧式舰队战规律的蔑视，这种轻快致命的尖端轰炸机是幻想工造最为通用的打击单位。但其结构的相对复杂也一定程度增大了整备难度。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Crow_drone,SHIP,"专门设计的配套于文级驱逐舰的无人攻击机，能够提供中距离火力支援。内置了主动诱饵发射器用于抵抗导弹。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Kedama_drone,SHIP,"长期作为舰队吉祥物存在，这种朴实无华的无人机只依靠内置的战术系统和不太灵光的离子炮进行作战，必要时能充当仪式用单位。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Halfghost,SHIP,"拥有奇特的外貌和诡异的行为模式的无护盾攻击机，安装了一门由于技术上的小小变更而只能用于近战的通用能量武器，通过战术系统获得了远超纸面的缠斗性能。

现代版本的半幽灵的前身是一种无人支援机，其设计思路主要是通过去除对于支援机来说不是那么重要的护盾，安装廉价引擎，以及加厚装甲作为防护替代等方式简化整备，控制成本。然而，这一系列实验导致的研发成本飙升和工程团队错误的实验方向最终导致该型支援机的开发失败。

本着对资源的充分利用，失败的支援机原型最终成为了另一种新型战术系统的测试平台，这种结合了时流技术的机动增强系统被意外发现能够在运动轨迹上产生一系列诡异的物理现象，对周边实体造成相当的伤害。于是，原型机被进一步的加厚装甲，并将设计中的远程武器换成了更加具有破坏性的近距特化版虚刃斩波，最终造就了这样一种诡异的攻击机。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Fairy,SHIP,"重型拦截机，牺牲了机动性以便安装了护盾和相对其他拦截机更远的光束武器，在反制小型单位上优势较大，不过对于护航任务并不有用。

虽然脆弱但作为妖精系列的基础型仍被广泛应用。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Fairy_ice,SHIP,"改进自妖精常规型，具备更先进的护盾与更好的反舰武器，同时具备独自制造一片禁飞弹幕程度的能力。

尽管火力强大功能齐全，她在重型火力的打击下仍然十分脆弱。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Fairy_bomb,SHIP,"用于快速打击的的妖精改型，对机动性能进行了强化并尽量的减少了其对整体结构强度以及护盾系统的影响，能够相对容易的接近敌舰以投射一枚至少纸面上威力强劲的能量空雷。

尽管单次投射量较低，但是在数量足够时也能创造出空域封锁的效果，而其增设的轻型耀斑系统也能够在很多方面干扰敌方。不过仍要注意，高烈度作战中该机体的结构仍然会受到相当的威胁...

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Fairy_rocket,SHIP,"设计用于在中距离投射大量火箭的压制型轰炸机，和原型一样保有前置护盾，但由于质量的增加而变得相对缓慢。

能够在短时间内将一整个基数的通用火箭弹倾泻而出，并几乎可以保证按照顺序命中那些机动性能足够低下的敌舰。然而，其冗长的整备时间和火箭弹幕单发破坏力的不足，导致其仍然难以威胁到那些拥有真正防空火力的敌舰。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Shanghai,SHIP,"一种相对廉价但是富有威胁性的独特拦截机，安装了爆发式的 PD 光束武器并内置有独特的牺牲协议系统。

同时该机体也是被称为'人偶'的无人战机系列的基本型号。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_Penglai,SHIP,"支援特化的无人战机，衍生自上海人偶。这种相对而言十分坚韧的支援战机只要能找准机会便能对舰船子系统造成毁灭性的破坏，然而机载瘫痪武器的种种妥协却可能限制其发挥。

与上海类似的采用了独特的自毁战术系统，不同之处在于蓬莱的战术系统和机体本身一样更偏向于远距离的瘫痪。

和其他幻想工造的战机一样，似乎受到了一些模因污染。",,,,
,,,,,,
FM_surprisingstrike,SHIP_SYSTEM,依靠微型灵能场提高战机的航速与机动性，提高战机导弹的伤害但降低其他战机武器伤害。,战机,,,
FM_windgoddrive,SHIP_SYSTEM,短暂进入相位状态急速前进，并不能够造成伤害...,机动,,,
FM_swordout,SHIP_SYSTEM,内置于魂魄级，启用时提升射速并减少武器幅能产出，唯一的美中不足就是对机动性并无提升。,武器,,,
FM_cursedpd,SHIP_SYSTEM,减少敌方目标舰船的 PD 武器射程，据说因使用了灵能技术还会对敌人造成精神层面的打击。,支援,,,
FM_dumplingstrike,SHIP_SYSTEM,将数颗团子级制导空雷释放在目标区域，对轻型装甲目标造成巨大打击。,支援,,,
FM_misfortuneabsorb,SHIP_SYSTEM,展开特殊灵能场强化一定范围内的友军舰船，但会使自身所受伤害增加。,支援,,,
FM_endlessgallery,SHIP_SYSTEM,这套先进的境界操作设备能将一定范围内的敌方舰船和战机传送到远离本舰的位置，对抛射物无效。,防护,,,
FM_crossborder,SHIP_SYSTEM,跨越境界出现在另一个位置，相比普通的闪现更加灵活。,机动,跨越境界出现在另一个位置，若在残余充能数量仅剩一次时启用时，不消耗次数但必须同时消耗{20%}的{灵子容器}能量，否则不可使用,20% | 灵子容器,
FM_thirdeye,SHIP_SYSTEM,以禁用所有非大型武器并降低机动性为代价，提升能量武器的伤害与射程。,武器,,,
FM_eastwind,SHIP_SYSTEM,原理不明的强大防护系统，能够偏转各种射弹，同时生成大量向周边投射的弹幕'也许真的是奇迹？',防御,,,
FM_byakurensystem,SHIP_SYSTEM,烈焰驱动器的幻想版本，在加速舰船的同时大幅提升舰船质量，但相对而言持续时间更短。,机动,,,
FM_pouncedrive,SHIP_SYSTEM,短时间超载引擎获取极强机动性和更高速度的系统，适用于突袭。,机动,,,
FM_suicidepact,SHIP_SYSTEM,一个内置于'人偶'们内部的特殊协议，强制在机体完整性低于50%时启动，在启动前将会对最近的敌方目标进行定位，之后全力冲刺并在接近敌舰的位置超载能源系统引发小范围爆炸并造成高爆伤害。,舰载机,,,
FM_RemoteSacrifice,SHIP_SYSTEM,一个内置于'人偶'们内部的特殊协议，强制在机体完整性低于50%时启动，在启动前将会对最近的敌方目标进行定位，之后全力冲刺并在相对合适的位置爆发能够造成一定能量伤害和接触式 EMP 的光束。,舰载机,,,
FM_bordercontrol,SHIP_SYSTEM,令人印象深刻的特殊相位空间技术，操纵境界将轰炸机以外的其他舰载机传送至目标舰船附近。,战机,,,
FM_reisensystem,SHIP_SYSTEM,不同于以往的闪现，该系统能进行相当精确的定位，将舰船传送至目标的正后方，并在原位置留下一个红色的幻影，作用时间结束时便会返回原位。,机动,,,
FM_rumiasystem,SHIP_SYSTEM,简单粗暴的启动特制的结界发生器在舰体周边并释放大量类冰晶脉冲弹头和高能射线，相当直接的伤害敌舰。,打击,,,
FM_Kedama_drone_system,SHIP_SYSTEM,一种本来用于进行艺术表达的发射系统，现在被用于发射对于小型武器来说当量足够的高爆弹头，以期能辅助母舰。,打击,,,
FM_reactorexcursion,SHIP_SYSTEM,字面意思，将舰船反应堆超载相当程度的提升能量武器的杀伤力，与高能聚焦系统相比拥有相当长的持续时间，但是可能会导致武器在一开始失效一小段时间。,武器,,,
FM_Tatara_drone,SHIP_SYSTEM,发射一架拥有强大防护能力的无人机保护舰船的正后方并提供一定的导弹支援。,无人机,,,
FM_GazeOfSpectre,SHIP_SYSTEM,在目标和本舰之间建立某种短暂的灵能链接，大幅降低目标敌舰的机动性和最高航速，使用时产生大量幅能并无法耗散硬幅能。,支援,,,
FM_Nocturne,SHIP_SYSTEM,在目标位置释放一阵针对导弹的灵能震爆，强制下线效果半径内的所有导弹引擎。,点防御,,,
FM_BlazingStar,SHIP_SYSTEM,以短时超载的方式启用辅助推进器获得一个瞬时的额外速度和短时间内的转向性能提升。,机动,,,
FM_LoupgarouSystem,SHIP_SYSTEM,一种匪夷所思的空雷传送器修改版本，能够将多枚高速 EMP 破片火箭传送至敌舰周围进行打击，需要注意的事情是本系统并未使用任何时流相关技术。,支援,产生{1000}幅能并在目标舰船周围制造{14}枚单发具有{150}破片伤害与{150}EMP伤害并有概率穿透护盾打击的火箭弹,1000| 14 | 150 |150 ,
FM_PhaseRumia,SHIP_SYSTEM,基于灵基框架设计的深度修正版相位系统，在常规相位的效果之外与舰船战术系统有着更特别的联系。,特殊,进入相位状态且相位时吞噬舰船周边的敌方导弹和射弹，被吞噬的射弹与导弹将为{灵子容器}进行充能,灵子容器,
FM_RumiaSystem,SHIP_SYSTEM,特殊的中距离射击武器，并未配有自动化的火控系统而是直接像其他战术系统一样由舰船指挥官直接控制，所发射的诡异的能量束被认为是灵能的某种具象,武器,消耗{灵子容器}的能量向舰首发射一发伤害由舰船硬幅能水平决定的弹头，其基础伤害为{100 能量}，但根据硬幅能水平最高可提升为{10倍}，命中敌舰护盾时根据伤害量等量回复舰船结构，发射时装甲和结构受到的伤害减少{50%},灵子容器 | 100 能量 | 10倍 | 50%,
FM_FlareLauncherFighter,SHIP_SYSTEM,发射一发主动诱饵以干扰导弹和防空系统。,点防御,,,
FM_GhostDash,SHIP_SYSTEM,向前冲刺并同时对轨迹上的敌方单位每隔一段时间造成伤害,机动,冲刺并同时对轨迹上的敌方单位每隔{0.1s}造成{400 能量伤害}和等量 EMP,0.1s | 400 能量伤害,
FM_FluxBurn,SHIP_SYSTEM,短时间极大的提升软硬幅能耗散并降低范围内敌方舰载机的航速,防御,,,
FM_ReversedWing,SHIP_SYSTEM,根据舰载机是否为轰炸机，在充能完成后瞬间于舰载机位置释放导弹弹幕或热诱弹幕，同时对舰载机施加向前或向后的力。,舰载机,,,

,,,,,,
FM_planet_hakurei,CUSTOM,"一颗气候完美的类地行星，早在人之领时代便被规划建设成为重要的科研/农业世界，现在则被视为幻想工造的首府。
尽管经受了大崩塌的混乱，但在幻想工造的调整之下，这里仍然保有了多种当前星域内为数不多的先进科研设备和大量人之领时代资料。同时，本地的教育与旅游事业也正在蓬勃发展。
值得一提的是，虽然诸如""这个世界上存在着常识与非常识的境界""，""有妖怪在这里生活""这样的奇怪传言在外界流传广泛，但幻想工造的官方和当地人似乎都对此持无所谓的态度。",,"{Hakurei}的环境可以说是是历史与未来的交点。从巨大的常规城市集群和对应的科教卫星城，到城外规模庞大能为整个星系保障食品来源的国营农场，加上海面之上分布的多功能制造中心与组装厂与轨道上的大型船坞，无不散发着令人回味的未来感。

而另一方面，整个行星仍有着大量保留着生态与自然的区域。人之领时代的废墟，乡村聚落，零星分布于广袤的自然区域内，诉说着历史与文化，彰显着过去。这种幻想般的组合总是让人很难想象这里竟然是英仙座星域。",,
,,,,,,
FM_planet_blazing_hell,CUSTOM,"灼热的地狱蕴含着惊人的宝藏，尽管在大崩塌前尚无名声，但在幻想工造成功掌握{Hakurei}之后，这颗星球便逐渐成为了一处重要的矿产地。
伴随着星系开放而来的新威胁，这颗火山行星如今也被迅速的高度军事化以协助星系防卫。",,外人所厌恶高温与有毒大气在另一种意义上是行星驻军防卫的巨大优势。熔岩河的上空悬浮着大量采矿单元，被强化防护的哨所平台藏匿于其中。而大型反舰武器阵列隐蔽的构筑在坚固耐高温的地表工事当中，由位于稳定区域深处的指挥中心直接管控。,,
,,,,,,
FM_planet_inverted_castle,CUSTOM,"在第二次 AI 战争结束，幻想工造出现的时候，一群流浪的卢德信徒占领了这颗荒芜小星球。然而随着幻想工造与卢德信徒之间的摩擦升级，这里逐渐成为了教会默许下的卢德左径劫掠据点。
幻想工造曾计划强行清扫这颗行星，然而那场行动最终随着卢德骑士团的介入而终止。",,"坚定的意志有时能让严酷的环境变得全无所谓。得益于少数教会内部激进派的支持和本地左径组织的坚毅，这颗行星有着超乎想像的军事化程度。从轨道上豪华的感应雷区，到星球地表的隐蔽火炮阵列和地堡集群，无不渲染着圣战前线的气氛。

不过为了维持生活，小规模的采矿与生产在这里也相当必要。",,
,,,,,,
FM_planet_kirisame,CUSTOM,"在大崩塌前，尽管拥有丰富的挥发物储量，气态巨行星{Kirisame}仍不是一颗重要的行星。
不过随着大崩塌后全星域整体工业水平的下滑，对它的开发被提上了日程，在小型燃料工厂建立后，其在 Gensokyo 星系的地位逐渐提升",,大气中漂浮着的平台集成了资源收集与处理功能，将来自本地与外部的原料悉数加工为中间产物提供给星系的工业中心。而相对轻松的管控环境与气态巨星本身作为航路结点的特性使得这里聚集了不少来自星系之外的舰长与商人，带来了十分微妙的影响。,,
,,,,,,
#FM_planet_crino,CUSTOM,"在星系开放后为了改善 Hakurei 的环境而诞生的新兴工业基地。这颗低重力的冰封行星拥有整个 Gensokyo 星系第二大的轨道船坞，原先的纳米锻炉也被移至此处继续生产。
",,,,
,,,,,,
FM_planet_crino,CUSTOM,一颗表面上来看非常非常非常没有什么价值的小冰封行星，但其冰海之下也许蕴藏着某些不可告人的机密。,,,,
,,,,,,
fantasy_manufacturing,FACTION,"于第二次 AI 战争结束后一段时间连同{Gensokyo}星系一同出现的势力，对外宣称为具备大量综合技术(指从食品轻工到主力舰制造)的科技发掘企业。似乎对""灵能""和""结界""等元素有着奇怪的执着以至于在产品宣传和说明上随处可见。

在实际表现上，与宣传类似，相当热衷于对人之领时代的科技发掘，甚至拥有时下星域罕见的基础科研机构。因此尽管在""企业""规模上不及速子科技，却常常能拿出令人匪夷所思的大型尖端产品。而最近，她们正尝试向外界推广一些据称具备了""灵能""技术的新产品。

但是从本质来说，幻想工造并非一个通常的巨型企业。这个起源于人之领新兴科研世界{Hakurei}的势力""实际""被一个由各界学者(主要是自然科学与应用技术，以及灵能研究者...)组成的理事会所控制。而各星球的民间政体则相对紧密的团结在理事会周围。

另外还有一些离奇的传说记载，幻想工造的背后实际上是一个更加神秘的世界，一个存在着种种非常识的妖怪与神明等生物的乐园，不过直到目前为止，大部分{Gensokyo}星系外的研究者们要么对此没有什么关注，要么仅仅认为这是为了灵能产品推销而编造的谣言。

无论如何，这个处于中立并手握魔法般科学技术还拥有着不少空间军事力量的势力，必然会对这个处于微妙状态的星域产生更加微妙的影响......",,,,
